gene_name,NC,NC1,NC2,A,A1,A2
CHMP7,10.7432,12.0722,13.037,10.476,11.9706,11.4511
IGHVII-60-1,0,0,0,0,0,0
CHMP5,101.509,103.735,101.886,72.01,84.3279,79.0083
FAM86HP,1.10087,0.964518,1.54672,0.443958,0.27957,0.493313
AC093817.1,0,0,0,0,0,0
OR52N4,0.0678782,0.0699986,0.070094,0.0835586,0.0389705,0.0707528
OR52N5,0,0,0,0,0,0
OR52N2,0,0,0,0,0,0.035475
AC009238.6,0,0,0,0,0,0
RNU7-140P,0,0,0,0,0,0
OR52N1,0,0,0,0,0,0.0389376
NCLP2,0,0,0,0,0,0
AC009238.7,0,0,0,0,0,0
LY6G6D,0,0,0,0,0,0.0413432
LY6G6E,12.8743,10.9837,11.865,9.37271,10.3064,9.2359000000000009
LY6G6F,0,0,0,0,0,0.0413432
RN7SL253P,0,0,0,0,0,0
RN7SL320P,0,0,0,0,0,0
EZH2P1,0,0,0,0,0,0
LIPT1P1,0,0,0,0,0,0
GTF2I,58.855783,57.868287,53.7911431,106.176176,99.365462,95.153385
COX4I1P1,0,0,0,0,0,0
COX4I1P2,0,0,0,0,0,0
GALNTL5,0,0,0,0.0623555,0.0579063,0
RPS4XP2,0,0,0.0502469,0,0,0
GALNTL6,0.222015,0.331899,0.429175,0.31259131,0.5,0.3278242
RP11-338E21.2,0,0,0,0.479891,0,0
RP11-338E21.3,0,0,0,0,0,0
RP11-338E21.1,0,0,0,0,0,0
RP11-76N22.2,0.354611,0.681242,0.850242,0.188387,0,0
RNU6-1092P,0,0,0,0,0,0
RP11-76N22.1,0,0,0,0,0,0
AC004837.4,0.0782062,0,0,0,0,0
RP11-442O18.1,0,0,0,0,0,0
RP11-442O18.2,0,0,0,0,0,0
HNRNPCP2,0.220654,0.271162,0.0434717,0,0.0482026,0
RP11-756H6.1,0,0,0.0888927,0,0,0
RPS4XP7,0,0,0,0,0,0
TDH,0,0.0237689,0.0401286,0,0,0
SLC25A24P2,0,0,0,0,0,0
CTD-2547G23.2,1.01311,0.890271,1.41016,0.602517,1.21889,0.804123
RNU6-68P,0,0,0,0,0,0
RPS4XP5,0,0,0,0.0627048,0.0569538,0
TDG,22.5163,25.901,25.4625,15.0386,18.2804,17.098
CKS2,54.8455,57.0043,57.0066,75.1411,82.418,86.2192
HN1,463.529,364.856,364.239,314.079,354.785,364.345
RP11-527N22.1,0,0,0,0,0,0
RNU6-1329P,0,0,0,0,0,0
AC010874.1,0,0,0,0,0,0
AP001468.58,0,0,0,0,0,0
RP11-10C24.3,3.92456,5.2874,4.32547,4.88804,3.52937,4.1494
LRRC27,2.36522,2.63221,2.15018,2.43878,2.7711,2.13602
RP11-365D23.2,0,0,0,0,0,0
LRRC25,0,0,0,0,0,0
ENTPD4,26.689,23.6853,24.958,31.2801,28.8654,32.4148
KIAA1522,66.6197,64.5774,65.9057,78.2604,80.445,75.8154
MPDU1,37.716,33.1223,36.2094,33.95,35.2669,31.188
LRRC20,1.07644,1.26166,1.17484,1.71109,2.22283,1.94361
AC092291.2,0,0,0,0,0,0
AC092291.1,0,0,0,0,0,0
CTD-3126B10.1,7.56189,8.15138,8.68676,6.77703,6.98684,7.15538
CTD-3126B10.4,0,0,0,0,0,0
LRRC28,15.9755,12.9779,13.4677,13.5277,11.6497,14.9245
AC020663.1,33.7315,35.3925,34.0195,41.4602,39.0382,42.763
GCNT4,2.98276,3.29089,3.0510100000000002,3.00688,3.07695,2.80343
GCNT7,0.0152182,0.0154936,0.0462647,0.0550077,0.068661,0.0312281
RP11-260O18.1,0,0,0,0,0,0
RP11-127B16.1,0.14522,0.307661,0,0.37224,0.171893,0.156031
AC010132.11,0,0.243203,0.208729,0.29002,0.154485,0.245739
GCNT3,8.8999,13.7649,13.1171,4.81372,6.56735,6.11543
GCNT2,4.62747,4.78305,3.44672,6.33116,6.33632,6.88927
RP11-471G13.2,0,0,0,0,0,0
AL359693.1,0,0,0,0,0,0
AC144450.1,0,0.101189,0.05088,0,0,0
LPCAT4,18.7545,14.2179,14.8936,15.4246,14.0692,15.7123
RN7SL618P,0,0,0,0,0,0
LPCAT3,10.817,13.0855,13.4136,45.375,44.2893,42.0726
RPL35AP,0,0,0,0,0,0
LPCAT1,9.99637,9.50896,9.34261,13.8892,14.9008,14.8959
NDUFB11P1,0,0,0,0,0,0
RNU6-1021P,0,0,0,0,0,0
RP11-64J19.1,0,0,0,0,0,0
RP11-134C1.1,0,0,0,0,0,0
RP11-129J12.2,0,0,0,0,0,0
RP11-129J12.1,0,0,0,0,0,0
RN7SL9P,0,0.426418,0,0.530908,0,0.437257
RP11-227H4.1,0,0,0,0,0,0
RP11-227H4.5,0.150647,0.16858,0,0.207871,0,0.515817
RP11-48L13.1,0,0,0,0,0,0
RP11-498M5.2,0,0,0,0,0,0
LINC00266-4P,0,0.0460197,0,0,0,0
TAGLN,110.839,63.7364,58.8707,26.3101,23.1766,20.944
RP5-837M10.2,0.495365,0.510249,0.548092,0.35626,0.565065,0.49717
CCDC179,0,0,0,0,0,0
RP5-837M10.1,0,0,0,0,0,0
RP11-357H14.17,0.157676,0,0.0271921,0,0,0
RP5-837M10.4,0,0,0,0.186636,0,0
MIR513C,0,0,0,0,0,0
CCDC170,0.0111012,0,0.00557782,0.103612,0.180653,0.0169927
CCDC171,0.527731,0.260916,0.315668,0.207034,0.341307,0.33868
CCDC172,0,0,0,0,0,0
CCDC173,0,0,0.0163997,0.0585207,0.0322736,0
CCDC174,15.2977,16.8561,14.7257,6.38322,5.39269,7.65926
CCDC175,8.10675,6.85264,7.6124,4.13061,3.78012,3.56348
CCDC176,0.662587,0.762679,0.712106,1.27083,0.868524,1.58506
CCDC177,0,0,0,0.0355084,0.0166215,0.120946
PDK1,9.63334,9.91979,10.6785,16.5871,15.578,15.796
CTD-2303H24.2,1.53953,2.06291,1.51022,4.30857,3.28302,2.69832
RP11-61J19.2,0,0,0,0,0,0
RP11-61J19.3,0,0,0,0,0,0
RP11-61J19.4,0.183496,0.0170016,0.135533,0.0403022,0.113143,0.0857535
PDK4,0.0335456,0.0630334,0.0338013,4.40939,3.37113,2.24458
LNPEP,15.4136,16.221,15.6996,23.297,20.7875,20.1129
ALPI,0,0,0,0,0,0
SEC61A1,141.807,124.511,128.876,102.564,101.262,98.4562
SEC61A2,2.76552,3.26336,3.12762,2.4954,2.95852,2.502
ALPL,0.294291,0.271916,0.116437,0.241295,0.332183,0.279424
PECR,22.3357,20.1197,21.4819,15.1496,15.0415,16.6204
RP11-127O4.2,0,0,0,0,0,0
NAPRT1,43.7607,41.7286,41.2805,41.7627,44.6159,44.2915
PKP4P1,0,0,0,0,0,0
MIR193A,0,0,0,0,0,0
MIR193B,0,0,0,0,0,0
AC005009.1,0,0,0,0,0,0.452873
AL357115.1,0,0,0,0,0,0
RN7SKP158,0,0,0,0,0,0
RN7SKP159,0,0,0,0,0,0
RN7SKP156,0,0,0,0,0,0
PLA2G12AP1,0.0775661,0.0824528,0,0.0999412,0.184386,0
PLA2G12AP2,0,0,0,0,0,0
RN7SKP155,0,0,0,0,0,0
RN7SKP152,0,0,0,0,0,0
RN7SKP153,0,0,0,0,0,0
RN7SKP150,0,0.265191,0,0,0.300644,0
RN7SKP151,0,0,0,0.343038,0,0
LINC01091,0,0,0.00561826,0.204032,0.00626383,0
LINC01090,0,0,0,0,0,0
LINC01093,0,0,0,0,0,0
LINC01095,0,0,0,0,0.0332472,0
RP11-282I1.2,0,0,0,0,0,0
RP11-282I1.1,0,0,0,0,0,0
LINC01096,0.0533953,0,0.0273764,0,0,0.0829881
RP11-304L19.11,0.193617,0.554573,0.304186,0.423133,0.449231,0.35711
LINC01098,0,0,0,0,0,0
RP11-304L19.12,0,0,0,0,0,0
CTAGE11P,0,0,0,0,0,0.0134911
RP11-255M2.1,0,0,0,0,0,0
HMGN2P19,0,0,0,0,0,0
HMGN2P18,0,0,0,0,0,0
RP11-727A23.8,0,0,0,0,0,0
RP11-49I4.3,2.80446,1.99576,1.8584,1.9747,1.12696,1.22336
RP11-727A23.4,11.3284,10.0196,9.03899,8.12306,7.18652,9.67236
RP5-882O7.4,0,0,0.00974922,0,0.0108629,0
HMGN2P11,0,0,0.159873,0,0,0
RP11-727A23.7,0.100597,0.0524575,0.158364,0.0629401,0,0.106183
HMGN2P17,0,0,0,0,0,0
RP11-727A23.1,3.74144,4.8356,4.57255,4.60633,3.61479,4.43917
HMGN2P15,0,0,0,0,0.534648,0
DDIT3,119.171,97.3515,101.798,8.96464,9.64558,10.3928
DDIT4,269.984,287.788,267.792,191.471,207.487,204.086
SLCO4C1,0.0110244,0.0836375,0.105241,0.171157,0.166739,0.123613
EPHB3,4.70091,5.07627,4.36335,9.52114,10.4553,9.76223
SURF6P1,0,0,0,0,0,0
DOCK9-AS1,0,0,0,0,0,0
RIIAD1,0,0,0,0.41951,0,0.127168
RNU6-816P,0,0,0,0,0,0
AC092013.1,0,0,0,0,0,0
RP1-308E4.1,0,0,0,0,0,0
RP11-170M17.2,0,0.0497991,0,0,0,0
RP11-170M17.1,0,0.0498862,0,0,0,0
GOLGA8T,0,0,0,0,0.0188911,0.0171815
OR5R1,0,0,0,0,0,0
GOLGA8Q,0.113124,0.117379,0.0338833,0.0800217,0.0754289,0.0514521
GOLGA8S,0.404766,0.493693,0.498248,0.664027,0.546929,0.551174
GOLGA8R,0.323155,0.183757,0.220643,0.220882,0.113347,0.223837
GOLGA8M,0.627216,0.0834129,0.504952,0.815859,0,0.708549
GOLGA8O,0.126158,0.0803129,0.0320037,0.038064,0.106881,0.232763
GOLGA8N,3.53204,2.16992,2.90966,3.25647,3.39238,2.47296
GOLGA8I,0.653846,0.808416,0.595299,0.921086,0.726316,0.638046
GOLGA8H,0,0,0,0.0201511,0,0
GOLGA8K,0.16744,0.0734975,0.146775,0.349349,0.135993,0.123656
GOLGA8J,0.0630045,0.0894665,0.0393412,0.0594618,0.0833203,0.0252533
RP11-124O11.2,0,0,0,0,0,0.104114
RP11-726G23.8,0,0,0,0,0,0
GOLGA8G,0,0.00485491,0,0,0,0
RP11-124O11.1,0,0,0,0,0,0.0192821
GOLGA8A,17.7277,19.7085,15.8524,22.0055,14.6456,15.3472
HYAL1,1.89088,2.86178,2.59378,1.59167,2.34976,2.44396
GOLGA8B,17.7277,19.7085,15.8524,22.0055,14.6456,15.3472
ARHGAP8,13.9466,13.6323,14.969,10.8984,11.0716,11.1428
EPHB1,0.0773313,0,0.0127311,0.0962426,0.0123228,0.0112097
CT45A1,0,0,0,0,0,0
PTPMT1,72.4511,63.1251,60.2184,54.6303,58.1968,60.4825
CT45A2,0,0,0,0,0,0
CT45A5,0,0,0,0,0,0
AC109992.1,0,0,0,0,0,0
CT45A6,0,0,0,0,0,0
FTCDNL1,0.455791,0.510871,0.220836,0.237593,0.174556,0.197145
VMO1,0.20121,0.232981,0.13438,0.0802054,0.17963,0.235921
PRELID2P1,19.8759,23.4733,28.5926,53.332,53.2399,70.2108
CTD-2547L16.2,0,0,0,0,0,0
ATP5C1,93.9123,84.8678,87.4918,125.154,125.603,118.52
MIR639,88.6645,89.0204,97.0546,157.993,159.137,167.158
MIR638,0,0,0,0,0,0
IGHV1-8,0,0,0,0,0,0
RP11-42I10.1,0.0565301,0.118426,0,0.496403,0.196353,0.432626
MIR634,0,0,0,0,0,0
RP11-42I10.3,0,0,0,0,0,0
MIR636,47.1645,41.767,46.4705,57.506100000000004,62.1389,59.8618
IGHV1-3,0,0,0,0,0,0
MIR630,23.4247,24.8734,26.1337,20.6818,19.141,20.2863
MIR633,0,0,0,0,0,0
MIR632,75.8123,84.824700000000007,92.0098,76.9199,76.9946,80.4147
LINC00320,0,0,0,0,0,0
NPC2,133.061,106.609,104.512,211.855,221.313,210.24
NPC1,37.4283,36.9702,36.9338,23.7226,22.1905,22.5423
GATA3-AS1,0,0,0,0,0,0
LINC00324,0.195729,0.122626,0.106871,0.326832,0.28896,0.262824
LINC00326,0.0122354,0.0248657,0.0123736,0.0147129,0.0413456,0.0501992
LINC00327,0,0,0.0414593,0.049332,0.0508559,0.0577931
RP4-660H19.1,0.09548,0.205594,0,0,0.115198,0
C3orf58,4.08613,4.22806,4.25361,15.2058,15.8104,15.9047
RAB3GAP2,14.5218,17.6246,15.5879,11.0476,11.6392,12.1237
BHLHA15,1.64496,0.589687,0.912059,0,0.169625,0.026999
RAB3GAP1,49.2971199,46.096689,47.405768,28.236786,27.905756,27.483357
C3orf52,7.17363,6.56431,6.38404,7.72298,6.50924,6.23178
C3orf55,0.249806,0.0657578,0.0433174,0.0516208,0.0665789,0
C3orf56,0,0,0,0,0,0
AL953885.1,0,0,0,0,0,0
DAG1,18.5679,17.475,18.2312,57.5947,55.612,53.4304
GS1-114I9.1,3.10655,2.96892,3.2662,2.57786,2.63506,3.11639
CTD-2587H24.1,0,0,0,0,0,0
ETHE1,79.5486,69.662,66.3824,60.39,62.7099,62.8126
EPHB4,43.4742,43.1584,47.665,28.1345,26.8802,28.334
RP11-187C18.2,1.54143,1.94809,1.26264,4.95358,3.49508,3.46082
RP11-187C18.3,0.0716931,0.075895,0.0768409,0,0,0
RP11-187C18.4,0,0.0786054,0.238923,0,0,0
RP11-337L12.1,0,0,0,0,0,0
AC016559.1,0,0,0,0,0,0
RP11-370B11.3,0.892076,1.00651,1.07327,0.715438,0.673076,0.463247
CTC-325J23.2,0,0,0,0.105929,0,0.354168
AC009302.4,0,0,0,0,0,0
SGSM3,22.7614,22.4934,21.2581,20.9259,22.5236,22.5281
RP11-349A22.3,0,0,0,0,0,0
RP11-349A22.2,0,0,0,0,0,0
RP11-349A22.5,8.82623,11.854,8.94471,11.1482,8.89685,8.19849
KDM1A,27.6466,29.3569,31.3121,35.5525,31.4859,34.9785
KDM1B,8.54735,9.63754,8.95241,8.90077,9.43096,9.81345
GCNT6,0.100775,0.0525535,0,0,0.0585506,0.0531892
RP11-301N24.3,0,0,0,0,0,0
RP11-1E11.1,0,0,0,0,0,0
RP11-455J20.3,0,0,0.07688,0.183638,0.0847961,0.230947
RP11-594N15.2,0.0156199,0,0.0361794,0.136119,0.0530215,0.0757174
CKS1B,62.6942,52.7113,55.744561,29.5136,36.9481,41.6845
OR1S1,0,0,0,0,0,0
OR1S2,0,0,0,0,0,0
MIR2355,0,0,0,0,0,0
RP11-85B7.4,0,0,0,0,0,0
HIST1H3H,2.699672,5.263614,3.9939356,3.601792,2.987792,4.487648
RP11-85B7.2,0,0,0,0.0185217,0.00579223,0.0210804
RNU6-28P,0,0,0,0,0,0
CTD-2647E9.3,0,0,0,0,0,0
FCER1G,34.8596,35.2821,35.7492,39.8993,39.5845,41.3286
BTG4,0.390237,0.404584,0.337416,0.130866,0.119541,0.193005
FCER1A,0,0,0,0,0,0
BTG2,50.1611,35.2807,34.0219,77.1656,53.782,65.8471
BTG1,59.0338,64.2262,61.2369,45.6801,42.7809,40.1108
NMD3P1,0,0,0,0,0,0
HESX1,0.279419,0.199807,0.215904,0.192484,0.208662,0.089588
AC020550.7,0,0,0,0,0,0
SRD5A3,8.1419908,8.382832,7.315438,10.227903,8.389656,7.647218
SRD5A2,0.0130819,0,0.0130399,0,0.00713524,0
AC009963.5,0,0,0,0,0,0
AC009963.4,0,0,0,0,0,0
AC009963.3,0,0,0,19.9863,0,0
ZFP14,0.405021,0.386297,0.454625,1.03264,0.817664,0.86405
ESRRB,0,0,0,0,0.0164476,0
EIF1AX-AS1,0,0.357017,0,0.440881,0,0
SEC11C,27.4861,16.7586,24.6422,14.6241,15.6746,12.452
GGA1,15.721,15.5889,15.843,12.6486,12.6904,13.1979
GGA3,10.6635,13.0159,10.1075,6.47784,7.14769,7.02125
GGA2,19.3332,18.2910532,24.4190973,24.543379,25.8248,23.778505
RP11-175O19.4,15.8304,15.2698,16.6374,16.1746,15.8556,18.7711
CTC-471C19.2,0,0,0,0,0,0
FHOD1,2.50358,3.26535,3.3306,7.92427,7.89988,8.14615
AC004460.1,0,0,0,0,0,0
C4orf6,0.264371,0,0,0,0,0.0958675
RP11-20G13.1,0.406291,0.636725,0.461751,0.378769,0.502235,0.492987
RP11-20G13.2,0,0,0,0,0,0
RP11-20G13.3,0,0,0,0,0,0
GJC2,0.499227,0.493735,0.44947,0.417584,0.406658,0.554837
C4orf3,62.1899,56.7633,44.7881,81.1429,97.8471,96.9499
GJC1,2.89963,3.25279,3.19955,2.36855,2.55788,2.63205
ACKR4,0.148817,0.252763,0.18471,0.479313,0.448552,0.526949
RP11-118M9.3,0.34632,0.0715897,0.119117,0.145441,0.252633,0.225344
PSMB9,25.6808,27.1046,29.2169,21.1603,34.3161,31.3366
PSMB8,42.0694,44.8468,44.5787,34.9851,49.7961,46.1218
STAMBPL1,1.36422,1.84706,1.73744,1.18378,0.994657,1.1901
PSMB6,85.9074,70.1798,72.7731,65.9622,72.58,70.7214
PSMB5,69.0948,61.3386,63.9002,66.5109,72.6801,71.0246
PSMB4,164.526,134.184,129.555,124.577,137.055,136.452
PSMB3,99.6627,81.2161,85.4933,88.0887,95.5453,91.8964
PSMB2,32.2049,29.645,30.5036,36.4158,38.5401,38.2493
RP11-575H3.1,0.087049,0.0931571,0.189457,0,0,0.0946176
AL121588.1,0,0,0,0,0,0
RP11-17M16.1,0.166059,0.276653,0.336789,0.163859,0.221566,0.294538
RP11-17M16.2,0.881941,0.869051,0.630786,0.462827,0.215106,0.244227
LMBR1L,18.644,13.7855,13.9541,11.8954,11.5106,10.9591
RP11-425A6.5,0,0,0,0,0,0
RP5-1057J7.1,0,0,0,0,0,0
GS1-21A4.1,0,0,0,0,0,0
GS1-21A4.2,0,0,0,0,0,0
RP5-1057J7.7,0,0.133369,0.0673525,0.160808,0.0744238,0.0675782
PNMA1,13.6554,12.3106,13.0493,15.0544,15.3215,14.5687
ITM2BP1,0,0,0,0.389012,0,0
TRAV23DV6,0,0,0,0,0,0
MEIS1-AS3,0,0,0,0,0,0
RP11-462G2.1,0.57541,0.801737,0.330331,0.3953,0.180621,0.327133
KIAA0087,0,0,0,0,0,0
MEIS1-AS2,0.116356,0,0.0615094,0.664393,0,0.0795524
PNMA3,0.00957174,0,0,0,0.0312347,0.0097873
AC132192.1,0.544754,0.447364,0.307392,0.498978,0.372656,0.451745
SETP5,0,0,0,0.610468,0.093858,0
AC018685.2,0,0,0,0,0,0
SETP7,0,0,0,0,0,0
SETP6,0.0776159,0.247534,0,0.0999624,0,0
SETP1,0,0,0,0,0,0
SETP2,0,0.0405232,0,0,0,0
RP11-486G15.1,0,0,0,0,0,0
PNMA5,0,0.0197179,0,0.0116549,0,0.00993666
AC000124.1,0,0,0,0,0,0
RP11-486G15.2,0.182153,0.0620326,0.0618755,0.0490778,0.0688348,0.0417319
SETP9,0,0,0,0,0,0
RN7SL45P,0,0,0,0,0,0
AC009414.1,0,0,0,0,0,0
LTN1,11.1084,11.5935,12.0953,7.6928,7.91708,7.90603
RP11-328C8.5,0.115385,0,0,0,0,0
RP11-328C8.4,37.3791,36.7172,33.8205,38.6187,40.028,37.8333
RP11-543P15.1,4.03925,4.20826,4.92022,4.8929,4.47002,4.03701
AL512640.1,0,0,0,0,0,0
C9orf141,0,0,0,0,0,0
C9orf142,13.594,8.99603,10.2707,9.338,8.52798,10.1142
RP11-328C8.2,0,0,0,0,0,0
NACC2,2.42024,3.0228,3.04517,9.96621,10.3083,9.32299
VPS13D,10.3117,10.6794,10.2398,11.1536,10.6941,10.132
NACC1,23.3117,21.9157,25.326,20.9674,23.0862,21.2019
VPS13A,11.6358,12.5762,10.3653,15.3081,12.5043,13.1642
SH3KBP1,18.9933,14.0513,16.5902,8.26318,7.9314,7.16483
VPS13C,8.81872,8.67925,8.24465,10.9259,9.73761,9.28626
VPS13B,5.358993,5.72798,5.08354,11.9509,10.45018,12.58344
BEX5,0.173052,0.0898628,0.090016,0,0.0498931,0
RNU6-295P,0,0,0,0,0,0
SDCBP2P1,0,0,0,0.175927,0,0
BEX1,0,0.0888819,0,0,0,0
IGHD6-25,0,0,0,0,0,0
TMEM160,15.4544,12.685,12.4786,16.2202,20.3641,19.279
RP11-489C13.1,0,0,0,0,0,0
TMEM165,59.2097,64.5041,61.9901,67.8202,62.74,63.6326
TMEM164,16.0574,16.641,15.2881,17.3066,16.9559,17.954
FOXN4,0,0,0,0,0,0.0209878
TMEM168,10.0605,10.777,9.49095,11.3069,10.8982,10.82
EVI2B,0.0684199,0.239673,0.288222,0.329288,0.187933,0.169279
AC079780.3,0,0,0,0,0,0
FOXN1,0.939796,1.3553,1.47635,2.46007,3.17517,2.34397
FOXN2,17.3244,19.1069,19.4514,10.1585,9.25314,9.82308
FOXN3,22.1313,19.7611,20.6536,30.0677,37.6674,28.5468
RP11-96J15.2,0,0,0,0,0,0
RP11-96J15.1,0,0,0,0,0,0
NICN1,6.98394,7.12843,6.09594,11.5169,9.80796,10.9241
COL14A1,0.0521816,0.0871516,0.136884,0.0920943,0.0832836,0.0435077
RP11-656E20.5,0.21352,0,0,0.308383,0,0
RP5-1189B24.1,0,0,0,0,0,0
MEMO1P4,0,0,0,0,0,0
MEMO1P5,0,0,0,0,0,0
MEMO1P1,0.545489,0.525009,0.286154,0.676919,0.325014,0.557778
MEMO1P3,0,0,0,0,0,0
IFFO1,1.64811,1.6511,1.70965,0.588572,0.78763,0.810259
IGHV4-4,0,0,0,0,0,0
IFFO2,50.2487,53.1733,51.0137,60.9341,63.7647,60.8096
AC140481.8,0,0,0,0,0,0
RP11-358B23.5,0,0,0,0.126753,0,0
RNU6-426P,0,0,0,0,0,0
RP11-358B23.1,0,0,0,0,0,0.283715
MAPK6PS4,0,0,0,0,0,0
AC067945.3,0,0.793595,0.0728941,0.0871321,0,0.146187
AC067945.2,0,0,0.0719694,0,0,0
RNU2-5P,0,0,0,0,0,0
RNU1-140P,0,0,0,0,0,0
AC067945.4,0.295292,0,0,0,0.238103,0
AC090559.2,0,0,0,0,0,0
RP11-149I2.5,26.6974,26.04,28.0309,32.2762,31.913,33.8369
AC090559.1,0,0,0,0,0,0
CTD-2265D6.2,0.093932,0.0240471,0,0.0571519,0.0267029,0
C11orf35,0.41065,0.37688,0.699443,0.868578,0.970959,1.23129
C11orf31,211.6,181.595,186.415,145.504,147.844,144.931
C11orf30,3.63976,4.18292,3.54331,4.35485,4.59731,4.04747
AC138827.2,0,0,0,0,0,0
RPL15P3,15.7415,17.5009,16.4551,16.3187,19.7081,15.6831
RPL15P2,0,0,0,0,0,0
AC010646.3,23.2677,24.2039,23.0347,24.6668,23.8886,23.4151
AL137059.1,0.320536,0.231962,0.237094,0.993316,0.130142,0.589993
RPL15P4,0,0,0.0807723,0.0965175,0,0
IFNA6,0,0,0,0,0,0
CTD-2195M15.3,0,0,0,0,0,0
MACROD2,0.463869,0.445931,0.766383,0.650975,0.608338,0.705568
MACROD1,11.4532,10.1945,7.23925,8.44221,6.52244,7.21153
AL110292.1,0,0,0,0,0,0
VN1R20P,0,0,0,0,0,0.0387553
ZNF861P,0,0,0,0,0,0
RP11-357J22.1,0,0.13995,0,0,0,0
Sep-15,165.588,132.896,146.715,53.1343,51.8602,56.8789
RIMS1,0,0.0140757,0.0141826,0,0.0380516,0.0216934
CADPS2,1.11661,1.16152,1.42231,2.38226,2.04568,2.67723
RNU6-571P,0,0,0,0,0,0
ZNF346-IT1,0.0522543,0.109132,0.109871,0.458625,0.121616,0.110473
CITF22-49D8.1,0,0,0,0,0,0.00693568
DNAH11,1.5687,1.66711,1.90354,0.793795,0.957609,0.674561
USP17L30,0,0,0,0,0,0
CTD-2184C24.2,0.0758913,0,0,0,0,0.0108879
RIMS2,2.31805,4.3109,3.93581,1.33242,2.78369,2.30444
KRR1,29.542,31.5468,27.7974,16.2977,20.9603,19.5045
RP5-991C6.3,0,0,0,0,0,0
RP5-991C6.2,0.565949,0,0,0,0,0
FAM64A,1.39893,0.932163,1.26501,2.99358,3.22413,3.84998
RNU1-67P,2.93791,0,0,0,0,0
NNT-AS1,4.55204,3.70795,3.82097,4.0295,2.74391,2.5329
CTD-2336H13.1,0,0,0,0,0,0
CTD-2336H13.2,0,0,0,0,0,0
HMGN1P8,0,0,0,0,0,0
HMGN1P9,0,0,0,0,0,0
HMGN1P4,0,0,0,0,0,0
HMGN1P5,0,0,0,0,0,0
HMGN1P6,0,0,0,0,0,0
HMGN1P7,0.240004,0.850882,0.590048,0,0,0.290332
RP11-119F19.2,34.2605,35.9261,48.746,20.8155,31.8267,30.0967
HMGN1P2,0,0.58213,0,0,0,0
RP11-793I11.1,0,0,0,0,0,0
HIST2H3PS2,1.85117,2.90513,3.23055,1.01356,2.07494,1.98379
RP11-710F7.2,0,0,0,0,0.135622,0.122944
C8orf49,0,0,0,0,0,0
C8orf48,0.113915,0.396382,0.279291,0.609309,0.517639,0.63544
C8orf47,0.142956,0.0555805,0.0184691,0.197733,0.0205528,0.0934808
C8orf46,17.3684,20.8437,22.2385,12.4417,16.1711,15.0556
C8orf44,5.49912,6.03996,4.98191,5.64102,7.00969,5.66465
TP53I3,156.582,138.69,149.198,97.6236,104.92,103.792
GABRA2,0,0,0,0,0,0
RP11-841O20.2,90.7141,91.7976,95.1218,59.3817,66.45,62.813
RP11-274M4.1,0.22693,0.363791,0.283644,0.3913822,0.222948,0.273502
COX6CP12,0,0,0,0,0,0
IFNA5,0,0,0,0,0,0
RP11-777B9.5,0,0,0,0,0,0
RP11-777B9.4,0,0,0,0,0,0
RNU6-214P,0,0,0,0,0,0
RP11-777B9.1,0,0,0,0.122438,0,0
MB,0.619488,0.521254,0.186658,0.20479,0.46422,0.303624
OR7E31P,0,0,0.0431192,0,0,0
AC012175.1,0,0,0,0,0,0
DUX4L7,0,0,0,0,0,0
DUX4L6,0,0,0,0,0,0
DUX4L5,0,0,0,0,0,0
DUX4L4,0,0,0,0,0,0
DUX4L3,0,0,0,0,0,0
DUX4L2,0,0,0,0,0,0
SLC18A3,0,0,0,0,0,0
SLC18A2,1.57522,1.90907,1.78801,1.61422,1.80069,1.63163
SLC18A1,0.0107986,0,0,0,0,0
DUX4L9,0,0,0,0,0,0
RP11-332H17.1,0,0,0,0,0,0
RALBP1,20.829,22.8008,23.9023,23.5171,22.3943,22.8569
AC008697.1,0.10274,0.146982,0.0837844,0.0840156,0,0.0423788
RP11-626E13.1,0,0,0,0,0.160969,0.0730759
RP11-231E6.1,0,0,0,0,0,0
AP005530.2,0,0,0,0,0,0
RP11-313M3.1,0,0,0,0,0,0
ZNF831,0,0,0,0,0,0
ZNF830,7.64754,7.26064,6.85782,5.33066,6.2395,6.71982
ZNF835,0.0109811,0.0111488,0,0,0.024713100000000002,0.0112405
ZNF837,0.613663,0.39803,0.787279,0.477147,0.708524,0.489056
ZNF836,12.1054,9.92694,7.80985,5.44822,5.03403,6.97032
ZNF839,5.91473,4.85447,5.16266,3.60433,4.18885,4.4149
AC112218.1,0,0,0,0,0,0
LRIF1,10.2839,11.2568,11.6027,7.49244,7.45975,7.12368
OXCT2P1,0.0637281,0.0217175,0.173349,0.0257824,0,0
AC004854.5,0,0,0,0,0,0
RP11-601I15.1,0,0,0,0,0,0
AC004125.3,0,0,0,0,0,0
RP11-465K4.4,0,0,0,0,0,0
CLYBL-AS2,0,0,0,0.0725947,0,0
CLYBL-AS1,0,0,0,0.0863854,0,0
MLK7-AS1,0.024253,0.0861833,0.0490336,0.0145662,0.0272895,0.0372396
AC073528.1,0,0,0,0,0,0
RN7SL463P,0,0.27973,0,0,0,0.285334
ZNF576,5.5345,4.35064,5.53266,3.89441,4.65757,4.2949
CPEB1,2.40851,0.769091,0.170785,0.165504,0.154628,6.08166
RP11-363E7.4,4.25969,4.7121,3.54176,6.67601,6.62891,5.06595
RP11-227B21.2,0,0,0,0,0,0
